1.8498,2.0855,1.7612,1.9989,1.0000,1.0000,1.9004,2.1487,1.0000,1.0000
2.1075,2.4016,1.0000,1.0000,2.2693,1.6946,2.0438,2.1973,1.0000,1.0000
1.9967,1.7922,2.2384,1.6197,1.8931,1.9836,1.0000,1.0000,1.0000,1.0000
1.9703,1.6768,1.5295,1.7868,1.0000,1.0000,1.8532,2.2559,1.0000,1.0000
1.5739,1.9373,2.2860,1.8074,1.9720,2.4052,1.0000,1.0000,1.0000,1.0000
1.9185,2.4449,1.8876,2.0952,1.0000,1.0000,1.5848,1.9393,1.0000,1.0000
1.9776,2.0879,2.2104,1.8584,1.0000,1.0000,1.0000,1.0000,1.5886,2.0611
1.7937,1.9926,1.0000,1.0000,2.2203,1.8023,1.0000,1.0000,1.8594,1.6138
2.2893,1.7845,1.7895,1.6661,1.0000,1.0000,2.4433,1.8278,1.0000,1.0000
1.6643,1.9504,2.0725,2.0560,2.0822,1.9776,1.0000,1.0000,1.0000,1.0000
1.8028,1.9009,1.0000,1.0000,2.0087,1.8168,2.2865,2.2299,1.0000,1.0000
2.5225,2.3402,1.5400,1.5974,2.5709,2.0333,1.0000,1.0000,1.0000,1.0000
2.4585,2.1550,1.0000,1.0000,1.0000,1.0000,1.8458,1.8999,2.5342,2.3945
1.8738,2.0563,1.0000,1.0000,1.7607,2.2399,1.6180,2.0568,1.0000,1.0000
1.7752,1.8268,2.2247,2.4378,1.0000,1.0000,1.6390,1.9508,1.0000,1.0000
2.4931,2.1113,1.0000,1.0000,1.0000,1.0000,2.0054,1.4557,2.0991,2.3154
1.8280,1.9872,2.3160,1.7363,2.0976,2.2395,1.0000,1.0000,1.0000,1.0000
1.9093,1.6714,1.0000,1.0000,2.1250,2.2554,1.9454,2.1920,1.0000,1.0000
1.9757,1.9293,1.0000,1.0000,1.7787,1.5355,2.0518,2.1282,1.0000,1.0000
2.1603,1.9365,1.0000,1.0000,1.0000,1.0000,1.9787,2.1782,1.5942,1.9368
2.4391,1.7626,1.7873,2.2492,1.0000,1.0000,1.0000,1.0000,2.0404,2.1105
1.5870,1.9810,2.0700,1.6962,1.9673,1.9742,1.0000,1.0000,1.0000,1.0000
1.0000,1.0000,2.1473,1.8395,1.0000,1.0000,1.9757,2.0016,1.8423,1.6399
