1.4298,1.6128,1.6574,1.8685,2.2536,2.5512,3.9730,3.9135,4.8171,4.4754
1.3048,0.9111,2.3507,1.8237,3.2554,3.1435,3.6533,3.4592,4.3489,4.4610
0.8844,1.1193,2.4177,2.9680,2.9687,3.3116,4.3783,3.9222,4.7552,4.9662
1.3593,1.1399,1.7260,1.9277,3.0155,2.8285,3.8532,4.0950,4.4090,4.7777
1.1213,1.1101,1.8383,2.0817,3.1313,2.5640,3.6246,3.9494,4.5601,4.9822
0.7187,0.6072,1.9511,2.1837,3.2009,2.7406,4.0596,4.1359,4.9105,4.5211
1.3029,0.7480,2.1251,1.6436,3.0109,2.8903,3.7618,4.0237,4.7775,4.9461
1.4208,1.4093,1.7001,2.5385,2.8817,3.4341,4.3653,4.1966,4.7163,4.9652
1.2168,1.4060,1.9765,2.1163,2.8168,3.0922,4.0499,4.3539,4.8697,4.8095
1.1763,2.0173,2.0398,2.3023,3.1945,3.3144,4.0393,3.8616,4.5872,4.8720
0.7521,0.7897,1.0683,1.6558,3.2165,3.0120,4.2821,4.5013,4.4251,4.8658
1.0096,0.3539,2.4476,2.5870,3.0718,3.3688,3.9505,4.1980,4.9162,4.7238
0.6296,0.9203,1.9866,1.8236,3.5455,3.3004,3.7380,3.6384,4.4911,4.8540
1.0416,0.7834,2.2990,2.3479,3.0024,3.4634,4.3627,3.9483,4.7225,4.9980
1.0624,0.8968,3.0239,2.3297,2.9982,3.5791,4.0809,4.1086,4.7903,4.8990
1.2490,1.2807,1.8868,1.7868,3.0291,2.9130,4.1317,4.5056,4.3731,4.9031
1.1371,1.3157,1.5707,1.9906,3.1138,2.9771,3.5460,3.7720,4.2884,4.6092
1.5424,1.1967,1.9013,1.9860,2.6624,3.0042,4.0211,3.9355,4.8317,4.9418
0.8650,0.9546,1.9045,1.5734,3.0687,3.0967,4.0193,3.7359,4.4788,4.7626
1.2717,1.1821,2.0972,2.1133,2.5820,2.7816,4.3157,4.1884,4.9674,4.8821
0.7457,1.2610,2.2975,1.6569,2.8506,3.1103,3.4729,3.8793,4.8535,4.9169
0.5267,1.3039,2.4667,2.4693,2.6668,3.1534,3.7081,3.3681,4.7217,4.9470
0.6827,1.2564,1.8144,1.9051,3.0973,3.0478,4.0783,3.9870,4.4374,4.7906
1.0847,0.8926,1.4023,1.8596,2.8222,3.2046,4.0670,4.1502,4.9205,4.7172
1.2793,1.1858,1.7028,1.8414,3.4696,2.8996,3.5816,4.1450,4.7864,4.6377
0.8427,1.0964,1.5579,2.0920,3.1232,3.3723,3.9879,4.0228,4.9176,4.8458
