1.7817,1.7278,1.7551,1.4524,1.6776,1.4107,1.6254,1.8353,1.6747,1.5112
1.7826,1.8854,1.8596,1.9732,1.8557,2.1152,1.4956,1.8166,2.0624,1.5667
1.6202,1.7555,1.5923,1.3846,1.8251,1.7463,1.5783,1.4446,1.5551,1.9387
1.4252,1.7074,2.2232,1.6256,1.4159,1.8104,1.7817,1.8443,1.9509,1.4405
1.8466,1.6589,2.0081,1.7027,1.5101,1.5126,1.7956,1.6798,1.6997,1.5780
1.8021,1.4239,1.9856,1.6829,1.5332,1.3757,1.9314,1.5084,2.0761,1.6536
1.5827,1.5254,1.7546,1.5125,1.7561,1.6937,1.7910,1.8974,1.9909,1.9250
1.9455,1.7786,1.9297,1.8137,1.3242,1.9873,2.0469,2.2399,1.4094,1.7360
1.6893,1.6736,1.4346,1.8408,1.7200,1.9850,2.0333,2.1313,1.6317,1.9217
2.0090,2.0647,1.8123,2.0461,1.8266,1.8110,1.7929,1.7921,1.6320,1.7333
2.1305,2.1744,1.4314,1.6904,1.5904,1.6782,1.8868,1.7639,1.7472,1.7549
1.8497,1.6297,1.6629,1.6799,1.4900,1.4672,1.7295,1.3906,1.6072,1.2558
1.8168,1.8052,1.5649,1.7982,1.3359,1.7155,1.7605,1.5350,1.3007,1.3981
1.8301,1.8102,1.8428,1.8653,1.7879,1.7123,1.6263,1.6726,1.4222,1.5040
1.7801,1.9135,1.8371,1.7481,2.1711,1.7597,1.7501,1.7817,1.7539,1.5224
2.3078,2.0297,1.6504,1.7570,1.7633,1.9750,2.0654,2.3321,1.8539,1.8207
1.8312,1.9837,1.8022,1.7865,1.9388,1.7445,1.9134,1.5505,1.7891,1.4451
1.3493,1.7135,1.7637,1.8305,1.6207,1.7571,1.3592,1.7540,1.9428,1.4788
1.4761,1.4680,1.4795,1.5558,1.6171,1.5594,1.5851,1.4158,1.6110,1.8050
1.7010,1.1746,1.5321,1.5912,1.4587,1.5976,1.9018,1.7448,1.7448,2.0123
1.8105,1.7373,1.5283,1.4444,1.9856,1.8228,1.5323,1.6434,1.5655,1.6977
1.6744,1.9592,1.8629,1.7490,1.7028,1.7164,1.6622,1.7757,2.0201,1.6516
1.5273,1.7267,1.3355,1.5228,1.7039,1.4805,1.8602,1.6735,1.6406,1.8829
1.7571,1.4742,1.7292,1.6534,1.8520,1.3508,1.7654,2.0660,1.9800,1.7756
1.5128,1.6046,1.6102,1.9873,1.5855,1.4904,1.8635,1.6083,2.0108,1.9692
1.5467,1.3296,1.6367,1.9764,1.8662,1.8640,1.7680,1.8902,1.4316,1.8801
1.4343,2.0502,1.7959,1.7536,1.3264,1.7556,1.5721,1.7488,2.0090,1.7860
1.5490,1.5584,1.7628,1.7203,1.9712,1.8278,1.7283,1.9001,1.1708,1.3837
1.2104,1.7437,1.4310,1.5937,1.6710,1.5878,1.4968,1.6621,1.7292,1.5813
1.5747,1.7781,1.8726,1.8244,1.8831,1.6802,1.6440,1.6426,1.9115,1.8085
1.4007,1.6351,1.6421,1.5272,1.9855,1.5738,1.6243,1.5437,1.5285,1.9781
1.5309,1.6527,1.7277,1.4999,1.6976,2.0229,1.5626,1.5832,1.5649,1.9715
1.6717,1.7622,1.7783,1.9038,1.5171,1.7038,1.4693,1.9066,1.6816,1.6403
2.1410,1.7416,1.6498,1.5528,1.3292,1.6332,1.4769,1.4852,1.7228,1.4877
1.5741,1.7277,1.5137,1.5489,1.8673,1.6070,1.3343,1.4676,1.8889,1.5570
1.5355,1.4647,2.0909,1.6272,1.5679,1.9757,1.6764,1.6025,1.5647,1.4358
1.7718,2.0410,1.4646,1.9211,1.8060,1.7574,1.5054,1.3698,1.7582,1.5566
1.7532,1.9403,1.5826,2.1599,1.5304,1.1182,1.7031,1.5233,1.9472,1.6724
1.5573,1.5391,1.8753,1.6736,1.6980,1.7912,1.6418,1.2300,1.6471,1.6238
1.7263,1.8145,1.7051,1.8171,1.7907,1.8696,1.5515,1.6725,1.6272,1.6566
1.7212,2.1200,1.9084,1.8981,1.2712,1.6980,1.5487,1.5989,1.8371,1.9637
1.5048,1.6453,1.4453,1.6173,1.6166,1.6086,1.6695,1.6190,1.8393,1.6934
1.6874,1.5739,1.6344,1.8888,1.5757,1.1763,1.8789,1.7185,1.9443,1.8171
1.3940,1.5692,1.8813,1.6414,1.8459,1.8610,1.3007,1.5780,1.6680,1.4257
1.7492,1.6819,1.6632,1.7290,1.5529,1.8336,1.5372,2.0482,1.6013,1.5949
1.4480,1.5258,1.4979,1.3898,1.7167,1.6399,1.7403,1.6137,1.6443,1.9366
1.3125,1.5355,1.6991,1.7377,1.5254,1.5494,1.9294,1.9766,2.0361,1.4231
1.3255,1.6335,1.9071,1.6111,1.5106,1.8688,1.6651,1.7117,1.6188,1.6026
1.5320,1.3126,1.6188,1.4403,1.4994,1.5547,1.3711,1.8420,1.6857,1.5280
1.6108,1.5217,1.6823,1.5089,1.9098,1.8064,1.8251,1.8184,1.3402,1.3792
1.5835,1.5387,1.7038,1.5316,1.8774,1.9735,1.8746,1.5377,1.4585,1.7815
1.4940,1.7702,1.7718,1.6820,1.8194,1.8573,1.6358,1.5783,1.7897,2.0216
1.7714,1.5964,1.4492,1.6797,1.8954,1.8852,2.1967,1.8663,1.7264,1.9045
1.8277,1.9770,1.8338,1.9134,1.3584,1.5764,1.4615,1.6267,2.1615,2.0010
1.5884,1.4367,1.5608,1.6352,1.3835,1.7908,1.5759,1.8399,1.5570,1.2531
1.6294,1.8290,1.8247,1.5754,1.8803,1.7091,1.7704,1.9879,1.5553,1.3401
1.7505,2.0204,2.0643,1.8119,1.5465,1.4376,1.8702,1.4487,1.8062,1.5714
1.5513,1.8214,1.7713,1.3510,1.5083,1.6386,1.6257,1.4851,1.4292,1.5486
1.5029,1.6719,1.8558,1.8070,1.8858,1.8627,1.9101,1.8508,1.6142,1.4686
1.6070,1.4411,1.7998,1.6397,1.5816,1.6938,1.7828,1.7706,1.9754,1.5821
1.4058,1.5961,1.6484,1.3184,1.5151,1.6683,1.6711,1.7538,1.4960,1.8921
1.7971,1.8771,1.8926,1.6609,1.7699,1.3305,1.7309,1.5669,1.6827,1.8431
1.3965,1.4481,1.6505,1.7211,1.7138,1.3216,1.0908,1.6253,2.0432,1.7498
1.4654,1.9650,1.9123,1.6966,1.3492,1.6914,1.7430,1.8456,1.8995,1.5291
1.4412,1.9919,1.4522,1.4809,1.5029,1.8122,1.6992,1.8277,1.7675,1.8584
1.9650,1.5307,1.3677,2.0378,1.8510,1.6318,1.6558,1.5245,1.8091,1.9021
2.0162,1.7346,1.3889,1.3374,1.7380,1.6968,1.7591,1.9405,2.0792,2.1653
1.8315,1.9756,1.4662,1.8915,1.5977,2.0648,1.9018,1.6963,2.1896,2.0925
1.6150,1.4554,1.4282,1.6708,1.3570,1.1790,1.9602,2.0020,1.9910,1.7516
1.6569,1.5790,1.3180,1.7036,1.5117,1.8388,1.6453,1.6047,1.4832,1.9883
2.0857,1.8063,1.8974,1.5937,1.7725,1.6972,1.8248,1.5024,1.7007,1.7592
1.7965,2.0304,1.9510,1.5424,1.7624,1.8069,1.6546,1.3530,1.5299,1.7849
1.8837,1.5933,1.6448,1.6001,1.8113,1.9227,1.6605,1.5744,1.6059,1.6161
1.4952,1.7286,1.8537,1.5093,1.7068,1.6148,1.6305,1.9207,1.4386,1.5928
1.6352,1.6552,1.4299,1.3413,1.6705,1.4305,1.5648,1.4890,1.7148,1.9233
1.5213,1.4624,1.7420,1.9730,1.9171,1.9374,1.5006,1.5370,1.1922,1.7704
1.7572,2.0848,1.3519,1.7010,1.6880,1.6539,1.6895,1.9577,1.5098,1.6374
1.3221,1.6447,1.7176,1.7407,1.6462,1.6875,1.3737,1.4932,1.6133,1.7768
1.6742,1.8465,1.4160,1.7912,1.4526,1.5689,1.5880,1.6862,1.7392,1.6302
1.8329,2.0831,1.8988,1.4198,2.0759,1.9593,1.8257,1.8837,1.6675,1.3905
1.7446,2.0563,1.6813,1.9073,1.4913,1.3260,1.3654,1.4416,1.4668,2.1372
1.8960,1.6503,1.8497,1.9506,1.7358,1.9145,1.7284,1.5290,1.8530,1.9504
1.8737,1.5507,1.7921,1.6640,1.5328,1.6319,1.6639,1.8358,1.7429,1.3709
1.6306,1.8380,2.0499,1.9815,1.9982,1.9123,1.1734,1.8938,1.4165,1.7942
1.6915,1.9136,1.7511,1.5398,1.6769,1.5304,1.7917,1.4809,1.7246,1.8246
1.3815,1.7436,1.7655,1.6463,1.2861,1.3564,1.4311,1.6972,2.0201,1.5636
1.2444,1.6041,1.6223,1.4619,2.0731,1.7438,1.5224,1.5335,1.4053,1.6235
1.3775,1.0549,1.4002,1.8438,2.0631,1.8478,1.8261,1.8649,1.6276,1.5467
1.4144,1.8021,1.7948,1.7174,1.5474,1.6927,1.5158,1.7066,1.7888,2.1469
1.7189,1.8943,1.8815,1.6410,1.5583,1.7735,1.4319,1.4971,1.6721,1.7910
1.4673,1.8416,1.7253,1.6743,1.8670,1.5941,1.9191,1.4496,1.5917,1.7000
1.6484,1.7092,1.7992,1.4880,1.6726,1.7609,1.6569,1.9170,1.8022,1.7631
1.6469,1.7367,1.7985,1.9731,1.4945,1.9697,1.5212,1.2937,1.9142,1.7091
1.6802,1.7859,1.9184,1.8885,1.7089,1.9498,1.5883,1.4957,1.7423,1.5736
1.9250,1.4753,1.8166,1.7277,1.7646,1.3990,2.0667,1.8713,1.9294,1.5636
1.3651,1.8669,1.6908,2.0032,1.7717,1.4440,1.5846,1.7681,1.7771,1.7833
1.3288,1.8022,1.8874,1.7953,1.3882,1.7613,2.0680,2.1276,2.0599,1.6581
1.4748,1.6376,1.6496,1.7459,1.5649,1.5605,1.4442,1.3486,1.8294,1.9201
1.3746,1.5156,1.5656,1.6685,1.7474,1.8585,1.8799,1.8574,1.6170,1.6979
1.5087,1.8551,1.7318,1.6902,1.5216,1.4735,1.4857,1.4668,1.8141,1.9374
