2.6859,3.1898,1.2707,1.2837,1.1333,1.1003,1.1779,1.2277,1.1401,1.1448
2.5153,3.0236,1.2804,1.1186,1.1407,1.2066,1.2690,1.2991,1.2782,1.2372
2.7817,3.3127,1.2809,1.2384,1.2880,1.2283,1.2775,1.1517,1.2507,1.2252
3.1746,3.8035,1.1675,1.2819,1.2929,1.1283,1.1569,1.1717,1.1894,1.2707
3.5798,2.3508,1.2094,1.2042,1.2986,1.2945,1.2616,1.1285,1.1195,1.2043
3.0675,3.3958,1.2875,1.2403,1.1368,1.2757,1.2434,1.1875,1.2513,1.1995
3.0158,2.5786,1.1996,1.1377,1.2777,1.2866,1.2387,1.1051,1.2910,1.1468
2.7849,2.9782,1.2478,1.2470,1.1057,1.1268,1.1216,1.1917,1.2643,1.2669
3.5251,2.2022,1.2573,1.1723,1.1511,1.1360,1.1383,1.1046,1.1068,1.1582
2.9746,2.3473,1.1745,1.2847,1.2923,1.2607,1.1657,1.2792,1.1713,1.2477
2.0680,2.6181,1.2814,1.1253,1.1399,1.2617,1.2231,1.2568,1.1332,1.2073
2.6744,3.5354,1.2991,1.2086,1.2825,1.1275,1.1625,1.1048,1.2435,1.2141
2.1420,2.9189,1.2521,1.2738,1.2295,1.1249,1.1248,1.1745,1.2500,1.1849
3.6013,2.5781,1.2707,1.1949,1.2217,1.1173,1.2034,1.1737,1.1407,1.2278
2.8993,3.8254,1.1575,1.2653,1.1084,1.1597,1.1695,1.1241,1.2310,1.1506
2.7864,3.9119,1.2860,1.1552,1.2423,1.2817,1.2203,1.2487,1.2604,1.2666
2.7615,3.2054,1.1882,1.1444,1.2804,1.1328,1.2516,1.1540,1.1491,1.2504
2.1637,2.9218,1.1092,1.3000,1.2250,1.2887,1.1803,1.2009,1.1593,1.2017
2.9450,3.1809,1.2160,1.2724,1.2313,1.1052,1.1243,1.2838,1.2825,1.1927
3.4423,2.6898,1.2847,1.2405,1.1535,1.1607,1.1929,1.2913,1.1928,1.2062
1.2151,1.1684,2.1583,3.1686,1.2798,1.1937,1.2586,1.2537,1.1097,1.2780
1.2652,1.1207,2.5820,3.0074,1.2475,1.2272,1.1472,1.1724,1.2860,1.2436
1.2574,1.1139,3.4685,2.5749,1.2804,1.1981,1.1334,1.1765,1.2229,1.1342
1.2846,1.1386,2.7565,2.2314,1.1335,1.2553,1.2141,1.1324,1.1829,1.1115
1.2906,1.1162,3.6105,2.5312,1.1039,1.2990,1.1275,1.2801,1.2283,1.1624
1.2636,1.1619,2.6088,2.3451,1.2515,1.2276,1.2669,1.2820,1.2531,1.2617
1.1663,1.1899,3.9185,2.6024,1.2105,1.1297,1.1625,1.2058,1.1104,1.2170
