4.0368,1.4703,4.7201,3.8946,0.8996,0.8928,3.6386,3.5262,0.5741,1.6669
1.2786,4.2496,1.6591,2.2059,3.8589,4.9841,0.5006,0.1037,2.8112,4.3165
1.8247,0.9324,3.2145,3.4316,3.1655,3.2931,3.9422,1.4873,3.8580,2.8133
3.0287,0.5674,2.2988,0.7869,2.3717,0.1450,4.9798,2.3508,4.5514,4.4304
2.1143,2.6881,4.1378,2.7768,3.0677,4.1597,1.6884,3.9021,2.5106,2.2374
0.3815,2.3300,0.7358,1.5513,4.9857,2.8156,2.8310,2.8357,1.0955,1.2894
4.9721,4.6145,2.5718,4.4623,0.4617,1.8538,0.7627,1.2843,3.1890,3.5397
4.4101,1.2989,1.0925,3.0598,4.2926,2.0809,4.4009,2.0699,4.7111,0.5539
0.4267,3.2007,2.9292,1.0685,1.1467,3.4925,1.5690,4.1931,2.0434,3.0501
2.3700,1.6749,1.9384,4.7430,1.6866,4.5553,2.8741,3.1159,0.9513,3.9982
2.6774,4.0254,3.7768,1.8352,3.7607,1.2966,1.2655,0.9927,3.6430,1.4445
3.5742,1.9637,3.4756,2.5404,2.6340,1.5605,3.2896,3.1719,0.1141,3.2456
1.4349,4.9620,0.4122,4.2204,2.1247,3.0487,0.3044,0.4695,2.9685,0.8993
0.7550,0.3623,4.4554,0.5461,0.3594,3.8509,4.2152,1.8423,4.3144,2.4024
4.1201,2.9120,1.3938,3.7646,4.3906,0.5157,2.4533,4.5446,1.5031,4.8061
4.3271,0.1462,3.0883,1.3945,1.4391,2.9189,0.6609,1.6740,2.1720,1.9998
0.9595,3.1090,1.2493,4.6097,3.3218,1.4211,3.4929,4.4073,4.8732,4.6716
1.5438,2.2153,4.0771,0.9338,4.0065,0.6548,2.1877,3.3396,3.4817,3.7630
3.6854,4.7295,2.2411,2.6202,0.7458,3.9805,3.7965,0.6063,0.8235,1.0721
2.7121,1.8913,0.7053,3.2867,0.6096,3.6307,1.8489,2.9458,3.0940,4.0933
2.4023,3.8283,3.7663,0.3733,4.8322,2.2095,4.8339,0.8584,0.2731,1.8841
0.7078,1.0474,1.5601,4.0487,2.9222,1.1683,0.9233,2.2406,1.3436,0.3439
4.6936,3.4330,4.6241,2.0612,2.5277,4.4174,2.6850,4.3281,4.1884,2.5722
4.7005,2.4612,1.9115,0.6980,3.6071,4.3363,1.4229,2.6997,2.6280,0.8114
0.1076,4.4642,4.9749,3.6033,1.8345,0.3119,4.5610,1.1123,0.4340,3.3298
2.0892,0.5538,0.3575,2.3786,1.3026,1.6871,1.1193,2.4862,1.7940,4.8700
3.0061,2.7208,3.4190,4.3725,4.1471,2.6394,3.0343,4.0736,4.0407,2.3325
3.2574,0.8011,4.3328,4.9020,4.5469,4.8159,0.1585,1.3495,2.3257,2.9862
1.7229,3.6982,2.4962,1.6860,0.2142,0.7150,3.4496,4.7408,4.4096,0.6237
1.0812,1.4837,2.8362,2.9101,1.9708,2.4322,2.3073,3.6646,3.3316,1.5323
3.8417,4.2170,0.9977,1.2277,2.7816,3.4610,4.3753,0.2734,1.2811,3.9139
3.8638,1.0062,2.0458,1.9487,0.5184,2.5707,2.1317,1.0621,4.9275,1.8061
1.1069,3.4692,3.8848,3.9411,4.8564,1.7716,3.8929,2.5781,2.1162,4.1713
1.6900,1.3958,1.1431,0.2657,3.0899,0.3809,0.6067,3.9520,0.7248,2.6502
3.2233,4.3288,2.9791,3.1742,2.2738,4.2521,3.5923,2.4361,3.5791,0.2659
2.8571,2.2560,4.5054,2.6513,1.5298,3.3568,0.9461,4.7860,0.3370,4.5936
1.9414,4.6933,1.4443,0.9697,3.2982,2.4812,2.5543,1.4758,3.0287,2.0779
0.2482,0.6418,3.5836,4.6455,3.8393,0.8201,1.8688,0.3998,4.0993,1.1501
4.8375,2.6089,0.5196,1.4256,0.9990,4.7678,4.7013,3.7100,1.4315,3.6850
4.5435,1.7543,3.2980,1.2492,4.5233,4.0624,1.0660,4.5345,0.4848,0.6988
0.5613,3.9509,0.2345,2.9365,0.3048,0.5836,3.1334,1.7196,2.5783,2.9112
2.5417,1.2203,4.7850,1.7123,2.2241,1.3389,1.3665,0.6519,3.9384,3.8389
2.8502,3.2745,1.7234,4.9235,2.6144,2.9898,4.6584,3.4669,1.8975,1.6073
3.7087,0.2832,0.8001,4.2696,3.6314,4.4677,2.3280,0.7359,4.4699,3.4048
1.5683,2.9864,2.6367,2.2806,1.7433,1.0654,4.2424,2.8954,2.2664,0.7364
0.9278,2.0424,2.3829,3.5052,1.0487,2.1583,0.1809,4.2777,1.1884,2.2575
4.2918,4.8880,4.2212,0.5951,4.3148,3.7326,3.3198,2.1182,3.4254,4.9451
4.1925,2.1414,0.2692,4.4839,2.4336,1.2338,4.0725,4.1482,2.7185,2.1624
0.8261,4.8083,3.3303,1.5776,2.9387,4.6456,2.0050,1.9433,0.6680,4.5054
1.3709,0.2206,1.8418,2.8031,4.6942,3.5551,3.7720,0.8660,1.7150,3.6148
3.5137,3.0298,4.9059,0.8085,0.6672,1.9903,0.4800,3.0709,3.7989,1.2143
2.5787,1.1212,2.7671,0.1159,0.8371,0.4069,2.7338,0.5194,2.4083,4.2415
2.2677,3.3545,0.9281,3.3335,3.9884,3.8952,0.8196,3.2938,4.6550,1.7419
0.5362,1.8167,4.2440,2.1078,3.4578,3.1567,4.8809,4.6665,3.2400,0.1814
4.5208,3.9076,2.4080,3.7917,1.3783,1.5153,1.7422,1.8920,1.0460,2.7383
4.8722,0.4747,3.9745,3.6521,2.7635,2.3428,3.0065,0.2260,1.9543,0.9773
0.2804,2.7951,2.1379,0.4384,2.0622,3.2281,1.2452,3.5770,4.7991,3.1676
2.2226,2.5399,3.0425,4.1128,0.1534,4.8963,4.5314,4.9605,3.7071,4.7281
3.1406,4.3903,1.2042,2.4280,4.6828,0.9581,1.5458,1.6094,0.8862,2.4804
3.4303,1.5630,1.5149,1.8663,4.1637,1.9015,4.1154,3.7752,2.8698,3.1281
1.8946,4.1424,4.5784,4.7789,1.2085,2.7102,2.5073,2.3049,0.2117,0.4759
1.2158,0.7224,0.6021,1.1044,1.8921,4.1129,3.1927,1.2384,1.5577,1.3665
3.9752,3.7721,3.6637,3.0910,3.4691,0.2513,0.3603,2.7087,4.2589,4.0762
3.9457,0.6887,0.4656,0.4668,4.8949,1.5973,0.8844,3.0144,3.6040,1.5626
1.1878,2.5808,3.5272,3.6806,0.5431,3.0185,2.6450,0.9316,0.7593,3.8130
1.9253,2.2853,1.3404,2.4564,2.3095,3.8040,1.7968,1.9992,2.1579,2.8650
3.4570,4.6452,4.4038,4.1411,3.1394,0.5549,4.7832,4.0820,4.9787,0.6720
3.0911,1.3488,2.8677,4.8270,3.2756,2.0339,2.2231,1.9151,1.4641,4.9913
2.1764,4.3564,1.0294,1.9145,1.4838,3.5317,3.8305,4.6537,4.1223,2.2843
0.3287,0.9774,3.8383,3.1391,0.9426,4.5921,0.6879,3.2713,3.0829,0.7811
4.9196,3.5174,2.0017,1.1526,3.8063,1.2664,3.5210,0.5328,0.3817,3.4307
0.4893,4.8596,2.2765,4.5320,4.5007,4.2043,4.3233,4.9734,3.9734,2.6952
2.3179,0.3128,2.5970,0.8566,2.5814,2.8482,0.1183,3.5994,2.6206,4.1984
2.6242,2.9378,0.7581,2.8513,2.1677,1.8194,3.4108,0.2125,0.5366,1.8520
3.4836,1.1725,1.6721,3.3619,1.7680,0.9254,1.1475,2.7652,3.4575,3.6579
1.3437,3.3029,4.7361,0.1443,3.6698,4.9497,3.0612,1.1729,1.2109,1.1042
0.8549,1.7248,0.1375,3.8201,4.3643,3.2516,1.4570,2.2489,2.3200,2.0523
4.2212,3.9998,3.1985,2.1362,1.0844,2.2993,4.5963,3.8413,4.5140,4.5485
4.2654,1.8466,2.5194,2.9846,2.9843,4.7719,2.8052,2.4250,3.8499,2.5302
0.8968,3.8589,4.3578,1.2973,2.4559,0.7572,0.7383,3.9720,1.7564,4.7585
1.5960,1.1687,0.9746,4.9717,0.7005,2.4672,4.9432,2.5886,0.7024,3.2183
3.7384,3.3259,2.8112,1.7604,4.7508,3.4290,1.6508,1.0415,2.7432,1.0091
2.8025,0.1912,4.9598,2.3090,3.9634,4.3712,3.9908,3.7737,1.0904,4.0255
2.4937,3.0786,1.8982,4.2980,0.7983,0.2799,2.0769,0.3462,3.2940,1.3346
0.6077,2.0937,3.4342,0.6235,1.3291,1.6432,3.6812,1.4128,4.6780,0.4260
4.5927,4.8365,0.3707,3.5336,3.4223,2.6816,0.5418,4.8402,2.4409,3.0978
4.7917,0.7516,3.7150,3.9694,2.0234,3.6603,4.1774,3.4031,0.9379,1.1837
0.1983,3.7241,0.6510,1.9772,2.7385,2.1721,2.4169,0.7054,3.7491,3.5653
1.9886,1.6098,4.6754,3.2027,4.6474,1.1285,3.2650,1.7827,4.8341,4.4739
2.9056,4.1145,1.6144,0.2941,0.1042,4.4637,0.2788,4.4804,1.9797,2.1114
3.1950,2.5110,1.3129,1.0179,1.2308,2.8791,2.9154,2.1292,4.3027,2.7699
1.6610,4.4386,3.1488,2.6994,4.2093,1.4675,1.3078,4.2577,1.6111,0.2324
1.1339,0.4275,2.1775,1.4738,3.5258,0.6844,4.4506,2.8849,0.2340,1.7726
3.8943,2.8228,4.0165,4.6937,1.9254,3.9431,1.6174,0.7565,2.9017,4.2910
3.8112,2.3597,2.6996,3.5743,3.9016,4.5074,4.8899,0.5791,1.7057,1.4126
1.0544,4.5660,0.8612,0.6690,0.9273,1.0191,1.7499,3.3578,3.8997,3.9475
1.7525,0.6147,4.1583,4.3434,1.6206,2.1287,2.7488,4.4351,2.8456,3.0198
3.2853,2.6596,2.3217,2.3496,3.2168,3.7700,0.8356,1.6563,0.5989,0.5041
2.9576,0.9029,0.1827,1.6384,3.0469,4.0328,3.7019,4.3793,3.2337,4.8365
2.0419,3.5967,3.2442,4.8545,2.3264,0.6210,0.4089,2.1794,1.1497,2.4522
0.1570,1.4225,1.7753,1.1801,0.4083,1.3787,4.0132,0.8066,2.5337,0.9311
4.7468,4.2779,4.8387,2.8626,4.9569,2.9435,1.9471,3.0065,4.5841,3.2963
4.6436,0.3915,1.4287,4.5621,1.1014,3.3219,3.2089,4.0225,3.6948,0.1573
0.6622,2.8639,4.4926,1.3470,4.2718,2.5132,0.3752,2.5475,0.9936,2.8449
2.4512,2.0106,0.5353,2.5726,3.7318,0.8640,4.1232,1.1640,2.0785,4.3660
2.7588,4.9339,3.5963,0.8863,1.6332,4.7256,2.5162,2.6389,4.7366,1.6976
3.6565,1.6461,3.9074,0.3443,2.1524,2.6147,4.4734,0.3007,1.5472,3.4903
1.5153,4.0737,2.0713,3.2577,2.6766,1.7294,1.4866,3.6465,4.3680,1.2587
0.9895,1.2518,2.9566,2.0322,4.4419,0.3459,2.9352,4.7129,2.9909,2.1864
4.3545,3.2283,1.1175,4.0197,0.3957,4.2841,1.1753,1.3671,0.1461,4.3988
4.0926,1.0942,4.5919,1.0210,3.3668,1.8690,1.9292,4.8514,0.8483,2.3593
0.7251,3.4052,1.5304,3.0123,1.4596,2.7446,4.7629,1.5366,3.5161,4.9162
1.4615,1.9203,3.6501,1.7877,0.7749,4.1544,1.0149,0.1627,4.9146,3.3557
3.6050,3.7804,0.5867,4.6954,4.0602,0.2067,2.6218,3.4775,2.2230,0.8561
2.6308,2.1681,2.1132,4.1914,4.8042,2.3844,0.5881,1.2995,4.2210,3.8881
2.3209,4.7573,3.9517,2.5114,0.5667,3.1835,3.5750,2.8102,1.3666,1.4876
0.4743,0.1172,1.2288,3.7356,2.4767,4.8637,2.1262,3.8863,0.3272,0.5970
4.4582,3.1574,3.0654,0.5171,2.8861,0.9925,3.8864,2.3756,3.1385,2.9400
4.9250,1.5312,0.8672,2.1769,1.7916,0.4538,0.2486,0.9774,4.0661,1.0262
0.3329,4.1884,2.7032,3.8655,3.5791,3.8561,3.3885,3.1413,1.8290,3.7359
2.1603,0.8309,2.4688,0.1897,4.1110,3.1199,2.3897,4.2090,0.4761,4.6265
3.0785,3.6495,4.3079,3.4026,1.2516,1.5456,4.3027,2.0452,2.6797,1.9743
3.3296,0.5062,3.3842,2.7292,0.2347,1.1970,1.3598,4.6029,1.3131,2.6172
1.7944,2.7489,0.3202,0.7394,4.5919,4.6758,4.6531,1.7929,3.3540,0.3695
1.3068,2.4318,4.8518,4.4148,2.8353,3.6020,1.0486,0.4106,4.4630,1.9301
4.0659,4.5130,1.7909,1.5037,2.0000,1.9511,3.1149,3.2207,2.3695,4.1203
4.0439,1.2295,3.4584,4.7561,3.1605,4.2598,2.3532,2.8743,0.3064,3.0805
1.2906,3.2462,0.3944,1.8508,2.2869,0.3886,4.2671,0.7846,3.1559,0.5236
1.8175,1.7827,4.9356,3.0754,0.5219,1.7636,0.2128,2.1585,4.2029,1.4717
3.3447,3.9417,1.8746,1.0817,4.9173,2.5627,3.3522,4.2482,1.3868,3.9711
3.0599,2.0331,0.9605,0.5330,3.7856,4.7392,1.0888,1.7538,4.8968,0.8721
2.1406,4.9165,2.7966,3.7490,0.9644,0.7915,3.1557,4.4896,2.2435,3.2726
0.3504,0.2547,2.5334,2.5248,1.5047,2.5088,1.4008,3.4135,0.8284,4.7758
4.9458,2.9957,4.3725,4.2073,3.2540,3.3845,4.6932,0.6777,3.5345,2.4326
4.4364,1.3674,2.2017,3.4662,2.1894,2.9954,0.9789,1.4227,4.4428,4.3467
0.4578,4.3380,4.0402,0.2511,2.5605,1.3445,2.5864,4.8117,2.3876,1.6369
2.3437,0.9970,1.2886,3.9269,4.4789,0.5783,1.8937,3.7440,1.2956,0.1337
2.6463,3.4975,3.1252,2.2405,0.2796,4.0571,4.7269,0.3550,3.3748,2.7861
3.5861,0.6703,4.6613,1.5166,1.0619,3.7074,2.1669,2.6180,0.4577,2.2100
1.4421,2.5995,1.5998,4.4300,4.3855,2.1330,3.9274,1.0331,2.6996,4.4577
0.7430,2.2654,3.7291,0.7546,3.6924,1.0916,0.6293,2.4154,4.0456,3.5096
4.1130,4.6648,0.6657,2.7421,1.7469,4.4939,3.6155,4.0002,1.8468,1.3194
4.3774,2.5306,3.8141,2.3751,4.7670,2.0043,4.0829,2.2780,2.5156,3.3379
1.0049,4.4187,1.9780,4.3664,0.6826,3.5690,2.4755,3.8319,4.6043,0.8032
1.4936,0.4462,2.8920,0.6920,2.4396,4.6319,3.1681,2.7547,3.2129,2.3434
3.6399,2.8045,1.0530,3.5997,3.0021,1.2201,0.3350,1.2008,1.1672,4.8590
2.7766,0.7316,1.3545,2.9137,3.4063,1.4840,2.9716,3.6096,2.8257,0.6129
2.4717,3.7437,4.4185,1.2337,1.3460,3.1253,1.2110,0.1849,0.6173,2.9972
0.6432,1.5914,0.4515,4.9080,0.8144,3.9274,4.5092,1.5577,1.6879,3.9058
4.6243,4.1332,3.5125,1.6895,3.9467,0.4391,1.5229,4.9824,3.9202,1.5406
4.7699,0.2491,0.1133,0.9088,0.1210,0.9694,2.7083,3.2415,2.9734,4.6795
0.1722,3.0204,3.1749,2.5974,4.6313,4.9076,0.7945,0.5417,0.1669,1.9918
2.0198,2.1507,1.6964,1.3717,2.7216,3.2165,4.8487,1.9252,1.5270,1.0832
2.9415,4.7798,4.7597,4.5846,2.0394,2.3312,1.7095,4.6250,4.3862,3.7517
3.3029,1.7884,2.6111,4.0738,1.9077,0.2214,4.0494,1.9894,2.0580,1.8730
1.7732,3.9168,0.7727,2.0840,3.5421,4.0831,1.9824,4.1104,4.7544,4.1045
1.0358,1.1120,4.0985,3.3095,4.2272,2.7392,3.7374,3.0439,3.6764,2.5643
3.7915,3.3828,2.2619,0.3984,1.2146,1.9305,0.4449,0.9230,1.0135,0.3520
3.9093,1.7040,1.2435,1.7445,3.2386,2.2663,3.3059,0.4390,4.6599,2.9191
1.1572,4.0155,3.0794,4.9583,1.6000,3.3047,0.3190,3.2109,2.4611,0.6909
1.6446,1.3088,2.0986,1.2840,0.9056,4.9728,4.2178,4.5943,1.0696,1.6187
3.1731,3.1716,3.9376,2.9687,3.9224,0.8815,2.4576,1.8224,3.3114,3.8277
2.9265,0.3334,3.6265,3.4729,4.9342,1.8249,4.4147,4.2179,0.6825,0.7251
2.0060,2.9218,0.5624,0.5604,0.4293,2.7867,1.5811,2.0153,2.7616,3.4160
0.1788,1.9539,4.6156,4.2348,2.3489,4.1895,2.8790,0.9488,3.8322,4.9371
4.7729,4.9909,1.5546,2.2483,3.0257,0.1748,1.2721,3.1514,1.7769,2.2653
4.6081,0.9225,4.8665,0.2812,1.6544,1.3103,4.9844,3.8587,0.2165,4.1796
0.6306,3.5768,1.8049,3.1874,3.7093,4.5690,1.6912,2.3859,2.9225,1.7979
2.4771,1.4412,3.3696,1.9619,4.2508,3.4786,2.8457,1.3086,4.2826,0.2769
2.7808,4.2595,0.3061,3.9566,1.1240,2.0669,0.7794,2.7814,1.6292,2.6394
3.7589,2.3398,2.4452,4.6300,0.3749,0.4835,3.6457,0.1534,4.8136,2.0669
1.6138,4.5856,4.2836,1.4124,4.4635,3.8188,0.5058,3.5066,1.9975,4.6044
0.8775,0.5963,0.8909,2.6381,2.6973,3.0800,3.9546,4.8793,0.9195,3.6766
4.2464,2.6783,2.7274,0.9542,2.1306,1.5918,2.0416,1.5261,3.7690,1.1583
4.2045,0.5249,1.7606,4.0901,4.0772,3.9857,0.1541,4.7044,3.0621,3.1975
0.8333,2.7306,4.8246,2.4028,0.7589,0.6601,3.4471,1.3965,0.3992,0.9472
1.3590,2.4514,0.1973,3.6270,1.4428,1.4156,2.2928,0.3288,1.4461,2.5077
3.5066,4.4931,3.2583,0.4157,3.3829,2.9133,4.3590,3.6368,4.1425,4.7006
2.6050,1.5127,4.1819,1.1271,2.8682,4.3912,1.4161,1.1355,2.1401,0.4485
2.2988,4.2071,2.3459,3.1161,2.4929,1.1421,4.5561,2.6489,4.9992,3.1556
0.5099,0.8110,2.6760,1.8915,0.5844,2.2348,1.1072,4.0312,3.5841,4.0462
4.4897,3.6692,0.8371,4.8016,4.7879,3.6560,3.0204,2.5178,0.7776,1.3966
4.9033,2.2251,2.9419,2.7972,1.2680,2.6473,1.8324,0.8158,2.2998,4.5358
0.3068,4.7006,1.1035,0.8049,4.0933,1.6951,4.8191,2.9776,4.5321,2.1319
2.1915,0.1751,3.9220,4.4802,3.5629,0.3043,0.9205,4.3515,3.4400,1.2413
3.1143,3.0992,2.0854,1.5716,1.8095,4.3286,2.6804,2.1898,1.2316,3.5877
3.4374,1.0375,0.5589,2.1138,1.9839,3.4333,0.6468,4.4631,2.6022,1.7150
1.9066,3.4621,3.6205,3.7953,2.8521,2.4045,3.4805,1.6456,0.5565,4.2686
1.2086,1.8622,1.4050,0.1195,4.6078,0.7436,2.1825,0.5696,1.9025,2.7080
